"energy","liveness","speechiness","acousticness","instrumentalness","danceability","valence","uri"
0.687,0.142,0.0251,0.275,0.946,0.38,0.392,"spotify:track:5Bq0lyZvfGl1JmEIJvDXTt"
0.309,0.144,0.038,0.0348,0.786,0.607,0.0828,"spotify:track:1tTF7zYrOv3I8iiBDwRD82"
0.614,0.107,0.0412,0.845,0.923,0.697,0.701,"spotify:track:7BokNARDIPgFoNPGeZinY3"
0.284,0.12,0.0767,0.382,0.569,0.518,0.152,"spotify:track:4MO5aRBZxnbFgNYanMRKlE"
0.83,0.056,0.0446,0.306,0.0656,0.578,0.543,"spotify:track:1xqeXAH8YgJsGcUYVdIjhl"
0.136,0.311,0.0362,0.722,0.909,0.142,0.0495,"spotify:track:5H1MVcElNau4Odi2inVcsL"
0.102,0.192,0.0374,0.111,0.955,0.138,0.0341,"spotify:track:0ArFvYL7Kj9FwJdjjCs0Fl"
0.01,0.148,0.0367,0.842,0.97,0.248,0.0381,"spotify:track:4hPFuA3y7EA4hdmnSNuK5A"
0.24,0.0571,0.452,0.947,0.000246,0.584,0.847,"spotify:track:1bPE89lgHHGqyrZEjTm3Xo"
0.0301,0.203,0.0419,0.967,0.0642,0.0906,0.0356,"spotify:track:0jzqTb61D0L4D90Fk1j0XL"
0.0115,0.0852,0.0412,0.972,0.662,0.241,0.0373,"spotify:track:6BEkaQDf8HOBD8woRzSmIH"
0.308,0.385,0.0765,0.396,0.813,0.181,0.0362,"spotify:track:5j88egIxPmPOwOIiPKisWl"
0.0412,0.103,0.0393,0.859,0.903,0.161,0.0751,"spotify:track:5STHdwONXZ4Bn28HcUVbey"
0.117,0.692,0.0412,0.929,0.909,0.165,0.0365,"spotify:track:6a1HCgaisv3CMMEHZoXZ9z"
0.0991,0.152,0.0433,0.821,0.881,0.0802,0.0345,"spotify:track:3mpy58tyFuOPKZULzjcyLV"
0.148,0.318,0.0374,0.801,0.926,0.0809,0.0349,"spotify:track:4XBjG0TN3iK2WKmz71GsmH"
0.257,0.0766,0.0429,0.787,0.909,0.14,0.0366,"spotify:track:4Dax86RGUhE5xUEJokVTCd"
0.475,0.105,0.0463,0.721,0.881,0.0769,0.0759,"spotify:track:4yLkZxgXOF3GQoKBJZqpdF"
0.0907,0.125,0.0405,0.895,0.953,0.164,0.0304,"spotify:track:1ap3LLqOYv35dSA0KqJ0z4"
0.0237,0.207,0.0475,0.921,0.958,0.0616,0.0296,"spotify:track:58W4bm4C19IltlW3Vbf8Ce"
0.116,0.117,0.0385,0.946,0.567,0.0881,0.125,"spotify:track:5z89FzQzTQOwSJFlMp6UFd"
0.0355,0.187,0.0394,0.915,0.862,0.137,0.0341,"spotify:track:6BqK2H7CNTghFsMt1DWcBw"
0.0713,0.249,0.0389,0.885,0.781,0.0964,0.0384,"spotify:track:7xfkBYjnfhGdzPEeHdAHQb"
0.0308,0.428,0.04,0.958,0.957,0.157,0.0312,"spotify:track:3oJFlRfVPq7IZcj2hsO3H4"
0.024,0.104,0.0451,0.95,0.929,0.0836,0.032,"spotify:track:7e3ROxgIM9zUpyHrh5C3ze"
0.178,0.109,0.0349,0.742,0.925,0.184,0.0367,"spotify:track:6KJqVA0KLjTpzryUSoVyB9"
0.213,0.0706,0.0352,0.892,0.886,0.144,0.0395,"spotify:track:06i8jXHTFCssO0Luc5p0XL"
0.148,0.105,0.0384,0.619,0.942,0.0607,0.0344,"spotify:track:3pweoIyahl0KMMYx3z6MkS"
0.503,0.215,0.0497,0.347,0.913,0.302,0.0445,"spotify:track:3TEXHAUX18eNBP1LlfyNc9"
0.145,0.209,0.0404,0.801,0.893,0.156,0.0329,"spotify:track:51Om1IzCnoRv1gLJSwQdkm"
0.0256,0.0775,0.0403,0.887,0.902,0.155,0.0625,"spotify:track:7BAo5sR1yLe4Y3JZx8sqyO"
0.646,0.194,0.0485,0.12,0.968,0.181,0.0419,"spotify:track:3TFg1PZDcPnEe2FjK0fZ4s"
0.331,0.116,0.0359,0.76,0.891,0.149,0.0404,"spotify:track:42sJ8y5Z3lUkmWFRdUUaUI"
0.266,0.0759,0.0574,0.859,0.942,0.0666,0.0343,"spotify:track:2uPbwhEKHfLJR3NSjnGrsc"
0.399,0.0799,0.0501,0.473,0.959,0.175,0.0664,"spotify:track:2pSMjadGmWcUbIF5eqLUxE"
0.309,0.103,0.0346,0.865,0.8,0.124,0.094,"spotify:track:2hsKAP8pln6O956m6Ma10p"
0.421,0.0723,0.0414,0.396,0.896,0.161,0.469,"spotify:track:1GDe3zCFr5wvrXpqmGIfVb"
0.406,0.135,0.0383,0.371,0.835,0.17,0.138,"spotify:track:06rwgbUFu3xgl88xxv1Hpx"
0.0832,0.208,0.0366,0.314,0.962,0.218,0.0692,"spotify:track:1U5wqqEATmbCpSqADvSqy9"
0.445,0.078,0.0397,0.239,0.697,0.274,0.0896,"spotify:track:5pCbQRv0DBbFzOUk4ZBpFu"
0.0102,0.0951,0.0505,0.977,0.994,0.107,0.0316,"spotify:track:0dlAN15Cr7eIOqhqtFjfHV"
0.0307,0.0898,0.0372,0.949,0.82,0.144,0.0364,"spotify:track:3STYntspHbnCB1KQHEgNAl"
0.187,0.138,0.036,0.696,0.925,0.0834,0.0342,"spotify:track:6dZ3PpoPcC7wtsoshGNXDo"
0.0509,0.136,0.05,0.938,0.898,0.0708,0.033,"spotify:track:1pPruJPGe5KHjKXRT7CPhw"
0.146,0.211,0.0383,0.524,0.948,0.15,0.0453,"spotify:track:48ylCyEew76aaRcfSFyS9o"
0.153,0.112,0.0404,0.649,0.911,0.146,0.0383,"spotify:track:1bHjXna9QGqwsDwsxpj0f7"
0.352,0.0828,0.0369,0.547,0.909,0.164,0.135,"spotify:track:4g7Ithd2Fpoupsjs5sJxeR"
0.269,0.0894,0.0384,0.662,0.948,0.152,0.0386,"spotify:track:3iURgkltoANXq7VMhRIGkc"
0.185,0.109,0.04,0.849,0.567,0.0705,0.0341,"spotify:track:1VcYtdrXnUC5iqmYPPkoGP"
0.015,0.1,0.0436,0.992,0.706,0.123,0.0365,"spotify:track:5r04nCsGXiTBsyd0yBys7j"
0.0625,0.277,0.04,0.941,0.926,0.137,0.0365,"spotify:track:1lIcdDpGlc2mO2LYA0f5KM"
0.0252,0.127,0.0428,0.962,0.954,0.0944,0.0349,"spotify:track:6caCfb9Hg5NlUfXg9nRSnm"
0.0942,0.115,0.0511,0.917,0.549,0.118,0.038,"spotify:track:2wYX2nSsBcPPnkKCJ69Amo"
0.0522,0.1,0.0388,0.941,0.0572,0.121,0.0374,"spotify:track:78LWZ7WT4s7QDa9zzTLH5Y"
0.0575,0.127,0.0492,0.971,0.985,0.183,0.0362,"spotify:track:4aB29POCPX88HgVvwl4xqb"
0.79,0.262,0.0998,0.0101,0.0231,0.724,0.527,"spotify:track:3ZcYglUg3x6e5mej1NsJeh"
0.919,0.118,0.0333,0.332,0.864,0.486,0.317,"spotify:track:2xULZdntdvyWSUY9FEGyPx"
0.603,0.197,0.347,0.229,0.631,0.359,0.46,"spotify:track:3esjTrpXxTrJkCVjrQpcDB"
0.791,0.0805,0.0451,0.141,0.848,0.727,0.527,"spotify:track:49rLVVt3RIOIMMzjWLYuMf"
0.942,0.96,0.0681,0.00879,0.00389,0.476,0.641,"spotify:track:4h0C2BFERrF47uSPRj3o5B"
0.812,0.137,0.0546,0.762,0.000353,0.584,0.699,"spotify:track:04y5Ow2DAhWjy3vvzN3kyI"
0.155,0.111,0.0458,0.345,0.907,0.18,0.0303,"spotify:track:3CKSWgos4UZymnPiL1AeaM"
0.286,0.104,0.0372,0.684,0.954,0.144,0.113,"spotify:track:4zkynG1TXIknSEiJ9616rt"
0.491,0.112,0.0352,0.039,0.855,0.279,0.0374,"spotify:track:10DIiHuhv19Ympf0oY4JfO"
0.632,0.0708,0.0553,0.000383,0.874,0.209,0.038,"spotify:track:5AoMtOgfNuPFYvHIaNVRlk"
0.579,0.177,0.0363,0.0643,0.859,0.263,0.0385,"spotify:track:3lTN5UNa3YW5GQFG4SLjUh"
0.406,0.0918,0.0358,0.297,0.904,0.184,0.0425,"spotify:track:2wpALOiLmOzIBtYK4qVmv8"
0.528,0.0734,0.0555,0.00302,0.369,0.108,0.0719,"spotify:track:5flU7SsWUXJHozjH0gfizP"
0.286,0.0977,0.0445,0.282,0.912,0.166,0.0367,"spotify:track:1eTINiHObW24HncWUvBSNR"
0.752,0.0804,0.042,0.0351,0.834,0.512,0.197,"spotify:track:1DXhfxbi6bLT9do4nZJPoo"
0.393,0.136,0.0344,0.761,0.885,0.153,0.0778,"spotify:track:7wYet8gNNYmPFjcZ79o5HU"
0.428,0.12,0.0327,0.0406,0.844,0.248,0.0478,"spotify:track:6zzKJMiVEyoYcz5XQ04JFz"
0.873,0.111,0.0478,5.48e-05,0.944,0.43,0.198,"spotify:track:2OLMhqy9nrd9QfT2S26hYR"
0.367,0.146,0.0373,0.672,0.88,0.178,0.0382,"spotify:track:78JQZbgfiXGMu7lbjCpYMs"
0.46,0.0867,0.0432,0.271,0.886,0.18,0.0318,"spotify:track:22RwLRMQaWegBrcXgpr9tg"
0.277,0.0865,0.0498,0.915,0.945,0.17,0.0235,"spotify:track:7uzbEYdg21qes34R7HSN49"
0.531,0.17,0.034,0.000644,0.218,0.343,0.0765,"spotify:track:4NBuLDJKuGtMNUNdYqzstv"
0.42,0.122,0.0348,0.259,0.879,0.0871,0.068,"spotify:track:1UitWUCROqmaFlZZ0M9F1r"
0.0901,0.136,0.0392,0.89,0.881,0.337,0.142,"spotify:track:4VyVHP4EZMMwESsVJP8Rj5"
0.454,0.115,0.027,0.0643,0.865,0.41,0.161,"spotify:track:7pahFHYWknHixfHCQRAB8n"
0.271,0.0849,0.0309,0.501,0.891,0.246,0.1,"spotify:track:2kxUsMAwqk4iQy4r8tkDAP"
0.117,0.0932,0.0448,0.107,0.878,0.184,0.0616,"spotify:track:29dYeAlptMbd6pFT3HURTq"
0.0372,0.0567,0.0387,0.96,0.86,0.108,0.0739,"spotify:track:4T3ZbgjQVQXKJQHi9Axgh9"
0.652,0.11,0.0499,0.716,0.827,0.679,0.24,"spotify:track:5tCFXw77dQLpPzOYuUGYGE"
0.681,0.108,0.0442,0.00832,0.907,0.425,0.0423,"spotify:track:0eTbDiktinodBjqUi184In"
0.365,0.202,0.0318,0.0788,3.84e-05,0.337,0.498,"spotify:track:3sb66av9ZpdI1JmPDHVa18"
0.787,0.26,0.265,0.359,2.76e-05,0.509,0.521,"spotify:track:77hlBnevpj8cbiH7sc0Iro"
0.796,0.256,0.438,0.0701,0,0.62,0.336,"spotify:track:47GQjYeOE3db9cUYsZiWVb"
0.838,0.809,0.313,0.403,0,0.712,0.61,"spotify:track:6sDQ4uiWw9OdVrCXFLSlZt"
0.813,0.136,0.443,0.0665,0,0.682,0.436,"spotify:track:0mwXfPCm4AMaz9J0Cn7FXJ"
0.444,0.0981,0.0276,0.0045,0.905,0.677,0.169,"spotify:track:4zmT3KiW5UVfzGSIkYbs0y"
0.727,0.294,0.0379,0.0114,0.803,0.582,0.716,"spotify:track:0UAcl0XIpGHCsGb9wmcACa"
0.769,0.0794,0.0409,0.26,0.956,0.443,0.61,"spotify:track:5im6A1gVXgCMvz4jzc1wh9"
0.57,0.15,0.0328,0.113,0,0.362,0.225,"spotify:track:4Tm7vJMSIcb8FcrLsLnirt"
0.715,0.0959,0.0307,0.0305,0.911,0.795,0.836,"spotify:track:5Iixe94O346rXb7kvKnJeN"
0.709,0.0705,0.0439,0.704,0.904,0.727,0.699,"spotify:track:0D45yUhsfQx3rp6xPaWf4u"
0.693,0.0555,0.0517,0.000233,0.298,0.614,0.371,"spotify:track:3zvudEeN3N98jVLJ1OvxGn"
0.797,0.168,0.0893,0.00425,0.594,0.731,0.704,"spotify:track:0j24eU8BjQr4IM7h61Tw6A"
0.0902,0.107,0.0464,0.715,0.925,0.284,0.0731,"spotify:track:2bLSbsSyst06T3COQmvX54"
0.527,0.102,0.0348,0.239,0.0041,0.509,0.283,"spotify:track:66H8Pon5ZiRE4p8W4OOf6I"
0.267,0.111,0.0433,0.135,0.741,0.715,0.158,"spotify:track:5EHjNe2d3LN4hEbb0cmOIL"
0.793,0.246,0.0346,0.000788,0.923,0.467,0.312,"spotify:track:4tktVLPSz0OdS3b1xjXnXI"
0.83,0.0959,0.0392,0.103,0.758,0.597,0.383,"spotify:track:1XsN3qiEIjyvmFkUBa027a"
0.638,0.274,0.0314,0.363,0.636,0.639,0.328,"spotify:track:1GXXkoqttqWLtpfvGcBZZV"
0.561,0.0704,0.0258,0.0169,0.721,0.514,0.441,"spotify:track:6L7Loa7tYpN3AF27iSvPAi"
0.388,0.0926,0.0365,0.102,0.883,0.816,0.715,"spotify:track:56wtwuD5xC1pLr7JNAadj9"
0.581,0.1,0.0419,0.669,0.000108,0.411,0.0998,"spotify:track:5WZh4sv62fSXNgmhb1aU0C"
0.503,0.12,0.0549,0.000996,0.156,0.616,0.577,"spotify:track:37mwMoL7x05mjVMOlmyBjy"
0.916,0.11,0.0537,0.183,0.928,0.648,0.681,"spotify:track:426nIed1u3NOkSFjmnOpGn"
0.28,0.108,0.0283,0.869,0.00768,0.262,0.0383,"spotify:track:4wiw9LcroyooWx1G94TvCW"
0.96,0.17,0.0499,0.000609,0.877,0.436,0.878,"spotify:track:2AM6tAnhFN9MWHN462zWxz"
0.78,0.103,0.0368,0.000106,0.64,0.444,0.741,"spotify:track:6ySSnVXhsqoahAodhwZTwr"
0.406,0.262,0.033,0.297,0.0827,0.422,0.0566,"spotify:track:3deUFJzGwnWTsTel4EeEeV"
0.88,0.322,0.0396,0.000944,0.00875,0.567,0.489,"spotify:track:0Rt2JxniDeQzleaQE6m9ke"
0.845,0.111,0.0552,0.0438,0.000115,0.628,0.431,"spotify:track:1hQ7QP3sFDVCJQEK3ul4ci"
0.831,0.118,0.09,0.122,6.48e-06,0.414,0.335,"spotify:track:6t2PnfCbqojbog4ho53Jfw"
0.944,0.257,0.144,0.229,0,0.495,0.625,"spotify:track:1tRaLaOOJE9sJi4E69ZiQo"
0.653,0.1,0.0377,0.433,0.00078,0.48,0.363,"spotify:track:4Lto3R0bmOkWk37TQHSvM9"
0.935,0.134,0.074,0.0635,0.000313,0.668,0.421,"spotify:track:28FfbnKGS0cXJLcFV9bQtb"
0.879,0.164,0.0657,0.00133,0.000433,0.53,0.493,"spotify:track:2F7wnFG1EmwA6fg5LUjwtm"
0.732,0.18,0.046,0.0203,5.46e-06,0.639,0.63,"spotify:track:3MqtzwLXrulX7gWVr2CP7P"
0.903,0.151,0.131,0.000783,0.000377,0.454,0.487,"spotify:track:0ALlfMGE3P52BAsc6yxxqt"
0.415,0.149,0.0275,0.0468,0.00475,0.681,0.268,"spotify:track:4ast6aiM054HYSTK9UmV8C"
0.18,0.121,0.0413,0.993,0.832,0.297,0.189,"spotify:track:3ZuXIVoa0q3D21CJY4ZLjd"
0.312,0.126,0.0304,0.709,0.918,0.343,0.0726,"spotify:track:7oPHgasTlr8yN9yinSRmat"
0.342,0.0921,0.0323,0.961,0.857,0.358,0.0763,"spotify:track:7GlGaITFNC5XQ3mOzlZXuz"
0.613,0.224,0.0394,0.0367,0.871,0.259,0.393,"spotify:track:6a757ZdIP6GQGxHaFAMgnx"
0.0339,0.0751,0.0375,0.979,0.912,0.269,0.0862,"spotify:track:1TlIxkDnw0aaxgHNFAx6Vh"
0.312,0.0654,0.0366,0.99,0.841,0.404,0.123,"spotify:track:5WtZp0VFA5zZLob9nk9BJR"
0.734,0.109,0.0392,0.321,0.941,0.39,0.162,"spotify:track:0qBBSkqTf8Eo7Av46bzbYX"
0.293,0.0968,0.0351,0.987,0.832,0.457,0.133,"spotify:track:0RSeyKLcqhMo7RFCM3EBAs"
0.319,0.0827,0.0484,0.986,0.895,0.309,0.134,"spotify:track:5wwXscKHLq1ys1labS7OYr"
0.364,0.116,0.0341,0.94,0.874,0.246,0.155,"spotify:track:2tMAe0gj2F3NP7T5De4VWh"
0.881,0.0595,0.045,0.0626,0.862,0.37,0.452,"spotify:track:3jiNyH5YathhlhV7OAwT1F"
0.0191,0.107,0.0392,0.942,0.983,0.149,0.0601,"spotify:track:745F68A80qdnjs8SX4aIAf"
0.417,0.0998,0.0291,0.86,0.923,0.262,0.0388,"spotify:track:1kWD1zjtidohfhuZVBylJ8"
0.0579,0.15,0.0346,0.989,0.923,0.208,0.0524,"spotify:track:7cCoslwuYl29pZiTTTdg7J"
0.38,0.151,0.03,0.74,0.899,0.391,0.0559,"spotify:track:1BX1joiDRohbpOLDQ5sQh8"
0.868,0.133,0.0671,0.0218,0.823,0.305,0.504,"spotify:track:2dVAMnEO93AYDippAaCCuv"
0.458,0.223,0.0369,0.385,0.789,0.219,0.348,"spotify:track:17w577X1JG3pPEMkHc5Z10"
0.363,0.0951,0.0259,0.916,0.0114,0.431,0.117,"spotify:track:0776CVqZhsvDLrLMoEmHJM"
0.0535,0.0849,0.0361,0.523,0.904,0.155,0.0291,"spotify:track:7Fgn6GLcK9NmAhzxVqOlx8"
0.628,0.108,0.08,0.0581,0.847,0.14,0.076,"spotify:track:6SoSCS4Jk3Do17eaiVkQCP"
0.36,0.127,0.043,0.667,0.957,0.172,0.0309,"spotify:track:5CXikN5EAm7W6XfITNlGVk"
0.892,0.103,0.171,0.24,0.837,0.274,0.0384,"spotify:track:06QEMEPJmt7BxqazUlssNR"
0.883,0.103,0.0995,0.229,0.922,0.358,0.042,"spotify:track:5rLI8ZXaLipqjrS382LyxI"
0.78,0.111,0.0773,0.175,0.944,0.476,0.057,"spotify:track:282LQZL1qpsR39VAQdDqjf"
0.291,0.136,0.0414,0.625,0.934,0.107,0.0325,"spotify:track:2CzTdlPneFe40nWaYPZgLX"
0.751,0.114,0.134,0.175,0.76,0.387,0.0367,"spotify:track:5wvsQAvX0ErZThPBUfgIZn"
0.33,0.0894,0.0377,0.803,0.91,0.189,0.0355,"spotify:track:359sr8SAyc9aeFuX1E8pwJ"
0.939,0.189,0.0693,0.0944,0.973,0.464,0.56,"spotify:track:7Hj2D61IPaPICdGBXFj0cU"
0.467,0.0749,0.0541,0.827,0.924,0.239,0.0354,"spotify:track:70U1Yl8CeQK8yLW9x2SKgP"
0.0261,0.108,0.0464,0.921,0.897,0.138,0.032,"spotify:track:06EKclVDbTtynSw3rUdOYR"
0.12,0.104,0.0404,0.95,0.932,0.13,0.0344,"spotify:track:5DNKinr5rMPyVuVjyQYIm6"
0.871,0.0636,0.0829,0.396,0.855,0.345,0.0372,"spotify:track:0VREY1JCqYN3340XpW93Qv"
0.87,0.345,0.0721,0.3,0.942,0.357,0.0394,"spotify:track:5RKJ55t0PxcAAVFwfDjUgQ"
0.175,0.118,0.0443,0.931,0.811,0.148,0.0307,"spotify:track:7l5tLxraKo1GS8Pol8nd5Y"
0.464,0.127,0.043,0.808,0.953,0.17,0.0635,"spotify:track:4qd0q5axIP2R3JPOVU4iUF"
0.751,0.167,0.105,0.246,0.0179,0.654,0.544,"spotify:track:3Osd3Yf8K73aj4ySn6LrvK"
0.0284,0.267,0.07,0.0561,0.957,0.0835,0.0307,"spotify:track:1EZOKlQjOx6oucOJK6lM4l"
0.229,0.0998,0.0375,0.948,0.973,0.33,0.062,"spotify:track:74qOrLoRGaAMJu0DXAsvqY"
0.122,0.102,0.0456,0.964,0.655,0.167,0.0297,"spotify:track:3u7MeFh8Cn5mlNtBlYreCN"
0.0176,0.0729,0.0362,0.927,0.964,0.132,0.0639,"spotify:track:7CApeTNaPHwvoiy2lubMwa"
0.0482,0.124,0.0474,0.00619,0.904,0.149,0.0223,"spotify:track:7t4GTTnRbKi9r6a0FEToe5"
0.00112,0.351,0.0332,0.949,0.367,0.251,0.15,"spotify:track:6TES8LpHCN11238A2c5Sx4"
0.0534,0.0747,0.0371,0.572,0.881,0.313,0.0207,"spotify:track:4fOllxIJhG1qbAx4lDDfcP"
0.0575,0.098,0.0293,0.605,0.922,0.251,0.0374,"spotify:track:7ixhFQQRFYCIlpf0TaUTDw"
0.00342,0.117,0.0433,0.919,0.0255,0.251,0.0408,"spotify:track:1Y4PSLwzhwdELSy2uIE7bL"
0.0326,0.0756,0.0424,0.97,0.819,0.183,0.0293,"spotify:track:5PBFQv0UG3HHy1yTrlj4SP"
0.111,0.117,0.0392,0.978,0.915,0.471,0.373,"spotify:track:7dRVHWACQOt2siAk2KRe8A"
0.178,0.325,0.0459,0.968,0.76,0.133,0.0269,"spotify:track:6rW2czoNW3xZNIzcPDReey"
0.258,0.228,0.0425,0.25,0.886,0.433,0.0397,"spotify:track:2zK0fKG94wjS72K8kGZC2X"
0.108,0.0511,0.0394,0.184,0.915,0.247,0.0256,"spotify:track:0GmY1S2A1j3TIqxMr1bp9I"
0.0306,0.073,0.0468,0.932,0.942,0.12,0.0249,"spotify:track:3d0dYy65LXgF85dtZPoqiG"
0.0231,0.371,0.0483,0.866,0.944,0.119,0.0269,"spotify:track:6anfXCtToYxbMVgyunSn1U"
0.0872,0.102,0.0333,0.452,0.95,0.162,0.0352,"spotify:track:1B1q0y2reBKW7SKMo73iFF"
0.17,0.0845,0.0393,0.966,0.763,0.435,0.303,"spotify:track:4y9qV1ToegS5sz8zVa2tkT"
0.0059,0.117,0.0612,0.000236,0.542,0.0667,0.0278,"spotify:track:3yaXdJifHVKb492JQhDK23"
0.0284,0.111,0.0404,0.724,0.97,0.118,0.0281,"spotify:track:6kqX6jxBw0YtrUWWvqmxrE"
0.328,0.112,0.0426,0.529,0.808,0.532,0.0343,"spotify:track:0emWmPj5vgR1vAg3NLV9rm"
0.226,0.122,0.0466,0.053,0.94,0.265,0.0389,"spotify:track:0YY5KekpTtjPno6SffKWN3"
0.101,0.197,0.0538,0.964,0.92,0.207,0.023,"spotify:track:7sT2VryHh4Ec9cZcmqrlEQ"
0.0535,0.0475,0.181,0.939,0.298,0.404,0.105,"spotify:track:4POUbGDhBCJH6rxEAtFKtu"
0.0284,0.267,0.07,0.0561,0.957,0.0835,0.0307,"spotify:track:1QheEzPkqoUQkIPGbG6gkI"
0.229,0.0998,0.0375,0.948,0.973,0.33,0.062,"spotify:track:18z7tK7u9DcDw85LYRR5Fe"
0.122,0.102,0.0456,0.964,0.655,0.167,0.0297,"spotify:track:1uyB4BHbIicheenh3BgeQ3"
0.0176,0.0729,0.0362,0.927,0.964,0.132,0.0639,"spotify:track:2H4zwjbv0D0ggDhf0E8j8j"
0.0482,0.124,0.0474,0.00619,0.904,0.149,0.0223,"spotify:track:1PyEOnj3tdaHAcDcsqTYbv"
