"energy","liveness","speechiness","acousticness","instrumentalness","danceability","valence","uri"
0.00112,0.351,0.0332,0.949,0.367,0.251,0.15,"spotify:track:5pmXIuP7KNq7AuCKmPUIhO"
0.0534,0.0747,0.0371,0.572,0.881,0.313,0.0207,"spotify:track:4Ty9v3xcNh5pVuf0iq8Dfv"
0.0575,0.098,0.0293,0.605,0.922,0.251,0.0374,"spotify:track:6WVRhBxRMW9fn6sRkt2gWn"
0.00342,0.117,0.0433,0.919,0.0255,0.251,0.0408,"spotify:track:3Vef8GlFWEzrP23UwHjWWl"
0.0326,0.0756,0.0424,0.97,0.819,0.183,0.0293,"spotify:track:0ihuV5yZpOS8P025gKU17V"
0.111,0.117,0.0392,0.978,0.915,0.471,0.373,"spotify:track:2CvYIKcGlkZTsjhAViX0Db"
0.178,0.325,0.0459,0.968,0.76,0.133,0.0269,"spotify:track:4lPGM6jGbrjcWYal4StjF1"
0.258,0.228,0.0425,0.25,0.886,0.433,0.0397,"spotify:track:3wa4t4bc0UjG2eSGgXHcaR"
0.108,0.0511,0.0394,0.184,0.915,0.247,0.0256,"spotify:track:1TjPCg0Ty4ZmoFoWseUfcY"
0.0306,0.073,0.0468,0.932,0.942,0.12,0.0249,"spotify:track:1olO0IZxJUM6COX6i57RGe"
0.0231,0.371,0.0483,0.866,0.944,0.119,0.0269,"spotify:track:1TBJRUEWgRCKvcaVtojDad"
0.673,0.115,0.0307,0.0733,0.935,0.559,0.309,"spotify:track:2s6hbwYrgH4MxGXu0rA1uG"
0.416,0.0825,0.0262,0.243,0.81,0.51,0.135,"spotify:track:6ITZGuxUkCaQB9pwt4yogB"
0.353,0.107,0.0448,0.358,0.894,0.267,0.04,"spotify:track:5PaqtyRTCP07uhhhxTPxRX"
0.954,0.206,0.046,1.1e-05,0.917,0.534,0.582,"spotify:track:54eMQtMWx6v3oSO5NQ8eFk"
0.612,0.604,0.891,0.178,0,0.574,0.145,"spotify:track:3d06Ep3yKXhYH0FsPuoUSC"
0.889,0.185,0.0309,0.0749,0.933,0.592,0.562,"spotify:track:3DH7WEURyZjiAHnDbDD7s9"
0.799,0.307,0.0426,0.0623,0.795,0.566,0.168,"spotify:track:4lkq5v8nVr5feDwYWCDjwr"
0.852,0.112,0.0633,0.0071,0.898,0.728,0.65,"spotify:track:6YNCWru1rEaz8Uq5zmYpFV"
0.842,0.109,0.0777,0.609,0.897,0.664,0.0788,"spotify:track:4YsjTGOSWQoKTkmO2qC4Ey"
0.592,0.0949,0.045,0.00246,0.86,0.538,0.586,"spotify:track:1MJvblfQNcsvNwVqUuNsOm"
0.948,0.0841,0.0953,0.15,0.143,0.594,0.685,"spotify:track:29JhdShMyudd62pjony4qF"
0.972,0.0809,0.0578,0.576,0.857,0.764,0.915,"spotify:track:6VL3tPt3yIBpQfyuX8Rv36"
0.866,0.227,0.0391,0.515,0.0418,0.628,0.581,"spotify:track:0GKBPISuxIyX7oiwCdYEGv"
0.823,0.134,0.0302,0.0241,0.893,0.598,0.238,"spotify:track:4qL1gMTzMwYtchUkwCvIu7"
0.704,0.129,0.0266,0.134,0.765,0.749,0.551,"spotify:track:3e4yV4ULWEYuXuDHurgq2W"
0.0785,0.0916,0.0371,0.958,5.57e-06,0.77,0.324,"spotify:track:5DutiJxznQmcV5a5a1zfRW"
0.961,0.0706,0.0546,0.006,0.872,0.444,0.495,"spotify:track:1izskv2pMumaC7TWKpitx5"
0.262,0.495,0.273,0.586,0,0.469,0.388,"spotify:track:4sKyK460svWzUbGicdtpRI"
0.956,0.0554,0.0512,0.00177,0.66,0.56,0.662,"spotify:track:5LXAcqsPNMJ48MPzgXEjUO"
0.892,0.0951,0.0336,0.481,0.658,0.814,0.942,"spotify:track:3MdyGckdJyTuSylcK4Cn3e"
0.15,0.137,0.0357,0.848,0,0.472,0.164,"spotify:track:2yvrSikYS1UsZhhfmXHrar"
0.827,0.396,0.0334,0.00898,0.811,0.764,0.532,"spotify:track:2VheGvkW7KeYTnFR23ZdOc"
0.936,0.165,0.0387,0.00304,0.899,0.549,0.75,"spotify:track:6lcfhJLGi1kysDYVyfEskq"
0.919,0.0994,0.0648,0.079,0.968,0.585,0.397,"spotify:track:68rY1ShgYtQHVqoZfUx4tp"
0.753,0.208,0.031,0.00451,0.0182,0.724,0.566,"spotify:track:4wsxtmLm89JBwWWAMKLxf2"
0.241,0.0923,0.0374,0.284,0,0.653,0.301,"spotify:track:2CJBcTHsKSbeoAkk9oLmFz"
0.853,0.112,0.0627,0.0439,0.00016,0.633,0.416,"spotify:track:7hBgWlhdUVPIWyi5lrk0fL"
0.767,0.249,0.254,0.589,1.7e-06,0.526,0.46,"spotify:track:1ICjjasSSF0ErVvVmjt03L"
0.572,0.172,0.0527,0.302,0,0.569,0.417,"spotify:track:5DsZVnFfwpys1SbObz1yUF"
0.737,0.181,0.0356,0.0253,8.04e-05,0.582,0.122,"spotify:track:1yhQGEykn7ZTNLwcIjOAwZ"
0.907,0.825,0.13,0.0193,0,0.539,0.556,"spotify:track:2RUFzxyUlI36KKy9Agkqze"
0.108,0.13,0.037,0.93,0.911,0.245,0.47,"spotify:track:519vDKr1kA5szyYSENiRbC"
0.796,0.19,0.0639,0.0909,2.73e-05,0.546,0.249,"spotify:track:1XvHiCTd0MDb16S8bQNl74"
0.679,0.606,0.245,0.00275,0.00683,0.622,0.0942,"spotify:track:5jXNOgH5A7yI76BU9kaP6N"
0.752,0.686,0.287,0.242,0,0.65,0.594,"spotify:track:3VZc8N6q192Z0mKIoGQtRP"
0.771,0.145,0.145,0.0185,0,0.282,0.195,"spotify:track:5CDNl8At4wsDdtnpkFoepd"
0.579,0.517,0.103,0.198,0.00184,0.383,0.103,"spotify:track:0jOL63hLMeSCHTXPdFkniq"
0.823,0.106,0.149,0.00169,0.000165,0.444,0.439,"spotify:track:4pIHNePc661EqmOiWeXjH4"
0.582,0.113,0.0475,0.295,7.4e-05,0.571,0.676,"spotify:track:48HUDhfl4ssbc5xuIrZ6UD"
0.768,0.526,0.215,0.148,0.0111,0.607,0.268,"spotify:track:2DnIioEZLJyz3KnZWHEkbw"
0.844,0.854,0.344,0.262,0.000437,0.67,0.571,"spotify:track:0PUKNvFyO4fbJyegh8BtKC"
0.702,0.0696,0.0369,0.00543,0.871,0.552,0.047,"spotify:track:2te2TW7Om1UrjYx7Gw562e"
0.864,0.0939,0.037,1.19e-05,0.927,0.448,0.152,"spotify:track:1du3HKaXbcW2h5XaZ6nVii"
0.885,0.0699,0.0423,0.000235,0.892,0.581,0.204,"spotify:track:1EiGmsfTkIz8uhmN2XoTOu"
0.926,0.173,0.0547,0.000268,0.903,0.536,0.425,"spotify:track:1rmPTD9cvn9X4fSnV18KBB"
0.98,0.167,0.0429,8e-04,0.514,0.53,0.213,"spotify:track:326grKHu9oITiVP0QkqsLv"
0.772,0.0859,0.0328,0.0127,0.863,0.558,0.182,"spotify:track:2lHTlRE9OopnBJcXMGVmCW"
0.96,0.0957,0.0463,3.43e-05,0.94,0.493,0.0395,"spotify:track:1R5NLypqMCJACwfCrHsS6h"
0.996,0.104,0.183,0.00314,0.923,0.429,0.105,"spotify:track:1dwXiH8gfgf4oDy4FKAMZr"
0.943,0.0855,0.0452,0.000264,0.818,0.531,0.436,"spotify:track:0RGkIE9aiGnZ1WMzedg7nN"
0.937,0.113,0.0457,0.000386,0.818,0.359,0.243,"spotify:track:1YkpvEHB0yFjleYmcuACtA"
0.966,0.287,0.0506,2.9e-05,0.915,0.431,0.346,"spotify:track:0vQDOYuIyx70LVnaYHSy2u"
0.984,0.442,0.126,0.000318,0.174,0.475,0.233,"spotify:track:6k7eG7qTmUOvTUfRQT64dx"
0.927,0.11,0.0329,0.00011,0.912,0.42,0.245,"spotify:track:0iwk3WzVxBRniNixLUjmLe"
0.899,0.0741,0.0322,8.17e-05,0.938,0.489,0.049,"spotify:track:1kvrPZH9P2hqVDXNYEnIUl"
0.939,0.286,0.0532,0.00107,0.917,0.481,0.505,"spotify:track:2yzz45Rq7A4CsKPDnzVPIz"
0.977,0.11,0.0444,5.41e-05,0.688,0.502,0.506,"spotify:track:2idBJybXxluz4oN8Ip9Gw8"
0.917,0.311,0.0544,0.000243,0.493,0.521,0.0399,"spotify:track:2TPlxfIAaoYIo6fQkswUEK"
0.488,0.074,0.0833,0.2,0.906,0.407,0.0394,"spotify:track:79UXEQHK5kzbecG4dymjyU"
0.604,0.047,0.041,0.209,0.866,0.681,0.724,"spotify:track:39MwT5t5MUBAZhBQqltTLu"
0.17,0.243,0.0368,0.82,0.93,0.119,0.0392,"spotify:track:19fo90O1nIpqDJvUMwQUID"
0.396,0.0533,0.326,0.0561,0.868,0.58,0.329,"spotify:track:3C3GbnaveG3e2ZCgxFbVAt"
0.481,0.079,0.0387,0.0249,0.816,0.682,0.266,"spotify:track:6LKhxq7YKj7pXQwl6bGX75"
0.34,0.152,0.0411,0.16,0.919,0.671,0.039,"spotify:track:01BZ4Re9bVhOhFDuIfDhwG"
0.473,0.0963,0.0452,0.268,0.876,0.728,0.145,"spotify:track:68JRwbDsH1D2DFPopUdrmy"
0.328,0.113,0.0412,0.193,0.934,0.572,0.0355,"spotify:track:5jGs9MYc8gljkiMP5eupA8"
0.366,0.106,0.0587,0.724,0.92,0.773,0.192,"spotify:track:14UyB3vZ54KBtSSWu6632U"
0.391,0.104,0.0343,0.0229,0.675,0.673,0.0379,"spotify:track:21e37egA0LXxpRR0A09gBG"
0.749,0.377,0.307,0.655,0.269,0.628,0.0394,"spotify:track:6SoiMmNS7y4lDW2xiqj9Sc"
0.276,0.227,0.0396,0.118,0.811,0.292,0.0333,"spotify:track:70BYhP3YyqDvLNjWMWbVVt"
0.377,0.164,0.0488,0.106,0.836,0.744,0.181,"spotify:track:4HotjmhhkRHbFHKOqK8Pp6"
0.483,0.302,0.0551,0.728,0.639,0.799,0.569,"spotify:track:7G6n7FbIp0PTZSqqBNeAJD"
0.569,0.0837,0.0413,0.00837,0.897,0.508,0.0321,"spotify:track:7m5xs3CDma5hn92QTPm7UJ"
0.294,0.113,0.0521,0.037,0.856,0.813,0.0391,"spotify:track:470qt3Wd9yCtMzqTZR4tos"
0.581,0.0855,0.0386,0.000701,0.0311,0.691,0.261,"spotify:track:6Amw87aAqC6vBfKqSRmNOw"
0.633,0.118,0.0391,0.00109,0.0814,0.667,0.279,"spotify:track:0oneT6TWg2c8Kmb1CoK1Mn"
0.823,0.415,0.0431,0.000324,0.901,0.623,0.291,"spotify:track:3lZTcFGK8fHPHEdn39ma9g"
0.963,0.461,0.0546,0.00833,0.00123,0.638,0.0632,"spotify:track:2w5E9qZL8816qtrjYjuKdj"
0.392,0.0677,0.155,0.000231,0.12,0.737,0.148,"spotify:track:3DWyLhfBm1t7eYUyYbqYXS"
0.669,0.0853,0.0331,0.000459,0.16,0.653,0.324,"spotify:track:18b397ianLkRQf8DNE5O0z"
0.776,0.527,0.128,0.0239,0.902,0.741,0.488,"spotify:track:0u9TqKmo4ZeK49hMolzfsR"
0.814,0.0394,0.0968,0.00113,0.126,0.695,0.379,"spotify:track:19inMXj5qqL7uwB0trUJte"
0.668,0.329,0.0475,0.00152,0.024,0.707,0.531,"spotify:track:6asGDT9BzrAtvWQj648XVB"
0.596,0.0593,0.0507,0.000262,0.897,0.607,0.422,"spotify:track:6QW6cxRkNGdChskBFeGP6m"
0.682,0.312,0.0357,0.00252,0.896,0.635,0.233,"spotify:track:7CoPD30JvSv0v6SnmgMa89"
0.91,0.11,0.0778,0.00135,0.845,0.692,0.196,"spotify:track:1Zc195Xtck48VtWw1RohT3"
0.663,0.036,0.106,0.000116,0.884,0.763,0.09,"spotify:track:1TeLlRNL2ySKbBH4NYleEr"
0.535,0.519,0.0567,0.00725,0.848,0.417,0.207,"spotify:track:3j4yk3whTHsHmdei3gWX4g"
0.591,0.0877,0.0764,0.00176,0.211,0.826,0.243,"spotify:track:6k4puZNWiw3AiGi6XlIIC6"
0.937,0.0784,0.043,0.00225,0.915,0.599,0.0576,"spotify:track:532hNaqosl96yEN1kmAQ6l"
0.905,0.0911,0.0563,0.00133,0.735,0.648,0.395,"spotify:track:53ET9JODuytHIiofXFyb5n"
0.645,0.254,0.0662,0.00111,0.055,0.615,0.384,"spotify:track:4iiDuqHUtxXjsvYMzrLgYE"
0.673,0.0895,0.167,0.00203,0.825,0.801,0.119,"spotify:track:6XXnrzLknakrSbrleUaqjU"
0.692,0.34,0.0558,0.0317,0.173,0.732,0.729,"spotify:track:3vwMJCGhPeH97eK5PWtR5j"
0.727,0.112,0.0851,0.0159,0.835,0.729,0.245,"spotify:track:0dARFnKer7AKSdYPknlOEd"
0.952,0.171,0.0671,0.00502,0.766,0.613,0.661,"spotify:track:3D32OCgisBNdqA57NE3PTN"
0.67,0.0418,0.0592,0.00138,0.896,0.437,0.22,"spotify:track:7BMcavhQvw50TbOj2ReeSE"
0.406,0.122,0.0308,0.766,1.77e-06,0.48,0.22,"spotify:track:2IRiJEtXjZPl4Lnshth13p"
0.254,0.0907,0.0456,0.454,0.986,0.152,0.0279,"spotify:track:33FoeR7TnUNfy2hrEaJnLK"
0.868,0.197,0.0511,5.32e-05,0.943,0.32,0.101,"spotify:track:7IdwxLszcLhuxM1JRCqr0a"
0.963,0.111,0.123,0.00166,0.788,0.64,0.373,"spotify:track:1zM1P12TA2DobxJqr4gqzK"
0.787,0.0961,0.0467,0.00943,0.0365,0.456,0.106,"spotify:track:1I8ncy2UFXcAVAChtRScRL"
0.923,0.119,0.149,0.075,0.723,0.451,0.544,"spotify:track:1ZODwS8QJevRaMhlbRvZkT"
0.768,0.123,0.0322,0.000936,0.832,0.633,0.151,"spotify:track:6QzYF5bmxT0GE1YRjHhiGD"
0.982,0.0966,0.133,6.72e-06,0.816,0.416,0.412,"spotify:track:3uykzHyjMN56gizQ2uZnQj"
0.96,0.0918,0.208,0.00282,0.529,0.623,0.654,"spotify:track:43VEwCk6pfxZVkbFjt6tmZ"
0.954,0.191,0.0651,0.000335,0.927,0.577,0.396,"spotify:track:5l95IQawmt4mdlykY7hgwA"
0.828,0.234,0.282,0.00207,0.623,0.673,0.679,"spotify:track:28zyqlFDM0RZ6yfwmZpDW4"
0.954,0.0924,0.0881,6.17e-06,0.859,0.394,0.072,"spotify:track:1LzOIql01NRYcLU2a9DI3C"
0.673,0.25,0.033,0.00216,0.938,0.575,0.396,"spotify:track:5cg42cHknSwPqoxyYNM7ZV"
0.386,0.177,0.0297,0.638,4.25e-06,0.513,0.383,"spotify:track:2BC8rOrlfw6dkZpbDtkoiO"
0.458,0.171,0.0303,0.849,0.000102,0.477,0.243,"spotify:track:5GAWGMYJ8VN5MIYsqIokoW"
0.381,0.111,0.0295,0.696,2.52e-05,0.39,0.119,"spotify:track:1zZEeO528oaVVBixuEgX7K"
0.282,0.108,0.0289,0.416,0,0.456,0.14,"spotify:track:04dOtnqQD8Sn8RJ8DJZFZb"
0.546,0.101,0.028,0.486,0.000631,0.658,0.522,"spotify:track:2wSVPVLyaSjv5Viu6WbgJ1"
0.406,0.122,0.0308,0.766,1.77e-06,0.48,0.22,"spotify:track:072qkZtviQdaPDhfHPtnZi"
0.441,0.103,0.0285,0.671,0.0723,0.528,0.411,"spotify:track:0csgmo2EUovO4VB21Jgc37"
0.191,0.141,0.0317,0.838,0,0.439,0.153,"spotify:track:6gMSAutTCodRuKy3mLCQOa"
0.333,0.081,0.0286,0.729,0.00565,0.51,0.151,"spotify:track:2KbsRLBGz165yTTJzqRvea"
0.148,0.108,0.0341,0.939,5.43e-05,0.296,0.192,"spotify:track:5fBDYunffJ4qOCoYXBST9D"
0.418,0.123,0.0305,0.445,0,0.42,0.268,"spotify:track:31K4kVjLgixvY7ehTMYSou"
0.174,0.133,0.0295,0.867,0.000125,0.437,0.143,"spotify:track:6lkeh04d23G6spH3wD8Qls"
0.576,0.0656,0.0344,0.289,0.901,0.467,0.0866,"spotify:track:2MyIr65hhyP2NgktMb0Rn6"
0.831,0.133,0.0438,0.00051,0.0252,0.502,0.068,"spotify:track:3pvuvnXu3AQ6pVZM4w19Q9"
0.795,0.397,0.0376,0.000469,0.857,0.539,0.227,"spotify:track:4I4OPw4cyugeCkIo2gA2PZ"
0.636,0.198,0.0404,0.00972,0.00564,0.551,0.0941,"spotify:track:6dRICW0DQJx8gfy4H1yExV"
0.738,0.159,0.0331,0.00082,0.269,0.633,0.766,"spotify:track:3EaOMdUbtR9qF3NEs2aa8S"
0.789,0.115,0.0409,0.000816,0.00663,0.593,0.121,"spotify:track:6ZcF4uQEGB0jfcGCIAtT85"
0.781,0.0901,0.0349,0.000746,0.818,0.634,0.247,"spotify:track:4HW365jhqFvdUH94qR0y5Q"
0.804,0.215,0.0603,0.000485,0.284,0.636,0.248,"spotify:track:5IJIHyFgtcgs43AoHuFPuV"
0.491,0.08,0.0867,0.0628,0.0485,0.789,0.725,"spotify:track:09rkpHFHjhBOx9d14TLEmW"
0.776,0.406,0.0448,0.000237,0.643,0.631,0.0369,"spotify:track:6X5nFzGLtNAXqnNM1RzlTO"
0.785,0.333,0.0386,0.000201,0.395,0.592,0.225,"spotify:track:03BQuVnKb85hNFf2cbSGJd"
0.816,0.141,0.0538,0.000389,0.153,0.606,0.0349,"spotify:track:02VIWm3DcoTt0v5HNgbChy"
0.724,0.177,0.0335,0.000867,0.000629,0.618,0.0742,"spotify:track:6feITDJQPSJoiX6TYwPK2x"
0.158,0.11,0.0488,0.97,0.597,0.111,0.065,"spotify:track:5izQstNRMMSQuyEccpYgox"
0.732,0.0751,0.0736,0.0224,0.843,0.739,0.0316,"spotify:track:2oDZyBAje1DYE0c9PRxvrS"
0.459,0.425,0.0417,0.154,0.841,0.0865,0.0343,"spotify:track:0ztFL4XD4n5h4A4S83h41a"
0.562,0.0966,0.0493,0.593,0.0211,0.748,0.768,"spotify:track:4cyZhaZe8wB6NVAFS1rol0"
0.401,0.0491,0.0446,0.0324,0.924,0.595,0.0463,"spotify:track:4bVa5VTcO5VTlAeaSgFEhE"
0.698,0.142,0.0568,0.011,0.879,0.734,0.207,"spotify:track:0NOELZ5w7mWAHoa2CenELN"
0.615,0.187,0.101,0.111,0.882,0.793,0.0513,"spotify:track:0fE2kAkhDvHns6Dnz8xOy6"
0.507,0.105,0.113,0.419,0.656,0.833,0.0702,"spotify:track:1POW94jrjO95DDBAeU4inW"
0.334,0.109,0.0316,0.801,0.893,0.687,0.314,"spotify:track:3NjsxJHOt8YrMCytQD9jU9"
0.686,0.0905,0.0394,0.508,0.891,0.759,0.144,"spotify:track:1Lw2BPiKexowWGfkq0cAkr"
0.406,0.105,0.0758,0.029,0.895,0.914,0.071,"spotify:track:2AF7yuctURm61UHlcpkbmN"
0.584,0.0825,0.059,0.104,0.785,0.716,0.0745,"spotify:track:6EntSDmJjAlIakLh2uVu2S"
0.483,0.163,0.0752,0.000312,0.439,0.809,0.0361,"spotify:track:5BreH928i75yn7xEFKAmAO"
0.0074,0.105,0.037,0.945,0.929,0.298,0.0627,"spotify:track:44pZxyB52oISO4VA4SQ7mk"
0.557,0.115,0.0629,0.00101,0.88,0.506,0.0292,"spotify:track:3JSmHFyEULcpao5XjGlPbV"
0.452,0.105,0.23,0.553,0.000397,0.771,0.585,"spotify:track:1HhJT8JwS8j3hE5nghyWAo"
0.397,0.119,0.0553,0.907,0.967,0.757,0.0675,"spotify:track:01EZo2pX56SkzMvYp3smaO"
0.418,0.0751,0.0369,0.00508,0.537,0.71,0.0825,"spotify:track:7tUufoqWU5nUf0yAnd05vE"
0.233,0.117,0.0437,0.967,0.889,0.555,0.128,"spotify:track:0d8NAbBVH059XSRALZdq15"
0.75,0.453,0.0425,0.521,0.909,0.789,0.0843,"spotify:track:1GUzlRxDiBGPwS5ZUhlB4H"
0.3,0.128,0.0457,0.911,0.967,0.196,0.259,"spotify:track:389PJ6fMbz7DyQAkUNNTB7"
0.173,0.12,0.0315,0.98,0.913,0.461,0.0396,"spotify:track:4aPdzv49fgE741CoLHbzP0"
0.351,0.101,0.0288,0.318,0.931,0.668,0.0938,"spotify:track:4dqvhh7SFsJeFDfY4sRdRb"
0.722,0.111,0.0772,0.0242,0.538,0.691,0.0557,"spotify:track:2ZdkmYln46IWtgaAhaij1F"
0.853,0.107,0.0364,0.34,0.922,0.754,0.0376,"spotify:track:78hbC4snQ79I7UcmGi4xxw"
0.299,0.0637,0.0371,0.627,0.866,0.249,0.0538,"spotify:track:5EfQiv42syMUcanH81QkIK"
0.35,0.77,0.387,0.00257,0.000551,0.932,0.493,"spotify:track:6tLToR1R8E5iK6gyeNQZ1J"
0.555,0.252,0.0512,0.129,0.647,0.744,0.0365,"spotify:track:1Q9HnaBlzpoOhYUty8WdBb"
0.579,0.0419,0.0414,0.0168,0.0538,0.92,0.841,"spotify:track:6vR5u5b8JeRESx5nZaIWx6"
0.788,0.116,0.0569,0.0902,0.863,0.601,0.663,"spotify:track:4zlHc87tP1qqP50Zxzri1I"
0.587,0.119,0.0415,0.5,0.423,0.779,0.219,"spotify:track:0O6jl8Zamz6TGF0nUwMQsF"
0.476,0.135,0.111,0.13,0.000252,0.54,0.11,"spotify:track:6bXOlIfGIWh7Tyn4oyvLQW"
0.748,0.105,0.0895,0.289,0,0.752,0.5,"spotify:track:2sA4woGW5KgEgGXXxOKPAZ"
0.32,0.112,0.0303,0.657,0.894,0.455,0.0432,"spotify:track:2RCgqXq1hCqM3rBg21jrP2"
0.984,0.078,0.143,0.0118,0.696,0.66,0.348,"spotify:track:6MLptqfOLeV8uwAqwXaZ1v"
0.738,0.37,0.0414,0.000566,0.417,0.576,0.0736,"spotify:track:681JQwws44wzHJg8uRE9vv"
0.349,0.109,0.0952,0.721,0.836,0.636,0.342,"spotify:track:2UOQOcn0TacHXVd31AqqGp"
0.593,0.308,0.193,0.299,0.001,0.593,0.163,"spotify:track:7tAyoTnr66zdkUsg8XzSmd"
0.811,0.132,0.207,0.0102,1.3e-05,0.455,0.281,"spotify:track:0ije0AlpdOcKa8oXohEDcd"
0.813,0.0506,0.0486,0.00378,0.0661,0.68,0.186,"spotify:track:0kAFiQAaDgpiNGtTlLCWd2"
0.721,0.106,0.0557,0.00511,0.717,0.701,0.279,"spotify:track:5qzHdG8IFHJDIk0Q5h5da6"
0.813,0.31,0.0615,0.123,0.00031,0.351,0.0853,"spotify:track:2eoMcPMt8GsnH7c6poebbo"
